epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,67.3744,0.79418,1.35172,1.04921,0.84702,0.75862,0.79993,0.61721,0.83298,1.44605,1.13012,0.0011719,0.0011719,0.0011719
17,70.0866,0.77256,1.34915,1.01262,0.76529,0.81034,0.81636,0.63086,0.76534,1.38115,1.0919,0.00113889,0.00113889,0.00113889
18,72.778,0.75998,1.29306,1.00037,0.90294,0.77586,0.86082,0.69884,0.77488,1.19276,1.05684,0.00110589,0.00110589,0.00110589
19,75.5049,0.73962,1.28391,0.99314,0.83315,0.87189,0.88176,0.68868,0.75625,1.20859,1.05036,0.00107288,0.00107288,0.00107288
20,78.4307,0.76432,1.25389,1.00737,0.91353,0.7931,0.88259,0.68951,0.76163,1.17354,1.09082,0.00103987,0.00103987,0.00103987
21,81.337,0.72572,1.1801,1.00765,0.84554,0.8628,0.86951,0.69112,0.77094,1.17347,1.11876,0.00100687,0.00100687,0.00100687
22,84.3293,0.69822,1.13934,0.98747,0.91958,0.86064,0.90166,0.70594,0.79472,1.09409,1.1165,0.000973861,0.000973861,0.000973861
23,87.263,0.66984,1.09981,0.9828,0.92057,0.86207,0.90124,0.72599,0.69798,1.01078,1.04617,0.000940855,0.000940855,0.000940855
24,90.2021,0.67937,1.03643,0.96914,0.85835,0.87931,0.86899,0.71161,0.70257,0.9966,0.99424,0.000907848,0.000907848,0.000907848
25,93.119,0.65677,1.09095,0.95832,0.93165,0.82759,0.89288,0.70501,0.6901,1.0336,0.99007,0.000874842,0.000874842,0.000874842
26,96.0254,0.67621,1.0597,0.94547,0.93537,0.84483,0.90372,0.74649,0.67188,1.06823,0.96811,0.000841835,0.000841835,0.000841835
27,99.0191,0.67592,1.06068,0.9819,0.96324,0.80827,0.887,0.73264,0.63022,1.0264,0.97512,0.000808828,0.000808828,0.000808828
28,101.954,0.64871,0.97605,0.94016,0.87605,0.88665,0.92226,0.7381,0.65282,1.01509,1.0009,0.000775822,0.000775822,0.000775822
29,104.543,0.66257,1.01657,0.94966,0.8763,0.87931,0.91034,0.75302,0.64514,1.02922,1.00049,0.000742815,0.000742815,0.000742815
30,107.447,0.63666,0.91694,0.92869,0.9298,0.82759,0.91137,0.75906,0.64582,1.0236,0.99802,0.000709809,0.000709809,0.000709809
31,110.38,0.60654,0.929,0.91625,0.89573,0.86207,0.92316,0.76118,0.6487,1.00277,0.97827,0.000676802,0.000676802,0.000676802
32,113.346,0.62992,0.92444,0.92491,0.94002,0.91178,0.94959,0.78862,0.62475,0.91209,0.96036,0.000643795,0.000643795,0.000643795
33,116.223,0.63075,0.893,0.93872,0.94999,0.89655,0.94686,0.79829,0.62417,0.86248,0.95018,0.000610789,0.000610789,0.000610789
34,119.141,0.59246,0.85523,0.92308,0.92483,0.88055,0.94503,0.78106,0.6399,0.81962,0.96213,0.000577782,0.000577782,0.000577782
35,122.037,0.61776,0.86557,0.9478,0.93758,0.84483,0.92881,0.79934,0.5888,0.82314,0.92737,0.000544776,0.000544776,0.000544776
36,124.934,0.5763,0.81633,0.90138,0.94349,0.84457,0.92008,0.79596,0.58079,0.80312,0.93173,0.000511769,0.000511769,0.000511769
37,127.859,0.55432,0.8272,0.90124,0.9417,0.84407,0.92018,0.79357,0.58485,0.81008,0.93723,0.000478762,0.000478762,0.000478762
38,130.766,0.53745,0.84312,0.90137,0.95181,0.84483,0.91859,0.80617,0.5554,0.80802,0.94136,0.000445756,0.000445756,0.000445756
39,133.721,0.54448,0.77333,0.88861,0.8954,0.91379,0.93495,0.79658,0.57443,0.81542,0.94361,0.000412749,0.000412749,0.000412749
40,136.624,0.55515,0.78724,0.89449,0.8725,0.91379,0.92697,0.815,0.57754,0.79882,0.94193,0.000379743,0.000379743,0.000379743
41,151.476,0.51408,0.94502,0.89828,0.91415,0.86207,0.92807,0.81618,0.58507,0.78733,0.94212,0.000346736,0.000346736,0.000346736
42,154.457,0.49734,0.9215,0.89118,0.90646,0.86207,0.92554,0.80697,0.57532,0.82175,0.93234,0.000313729,0.000313729,0.000313729
43,157.385,0.44771,0.93877,0.85917,0.87573,0.91379,0.91795,0.80548,0.57557,0.78294,0.94772,0.000280723,0.000280723,0.000280723
44,160.327,0.46612,0.87623,0.86492,0.89522,0.91379,0.92531,0.80273,0.56995,0.75964,0.94273,0.000247716,0.000247716,0.000247716
45,162.991,0.50075,0.90763,0.88307,0.87298,0.93103,0.93033,0.80454,0.55964,0.75329,0.93805,0.00021471,0.00021471,0.00021471
46,165.747,0.43106,0.84615,0.85427,0.96131,0.84523,0.93956,0.80522,0.54238,0.73209,0.93395,0.000181703,0.000181703,0.000181703
47,168.667,0.44284,0.84802,0.86377,0.92714,0.89655,0.94289,0.81194,0.53474,0.71768,0.93309,0.000148696,0.000148696,0.000148696
48,171.395,0.44122,0.82778,0.88366,0.93966,0.89645,0.94158,0.81292,0.54615,0.72267,0.9381,0.00011569,0.00011569,0.00011569
49,174.073,0.45734,0.83917,0.85846,0.94002,0.89267,0.94175,0.81406,0.54768,0.71429,0.93775,8.26832e-05,8.26832e-05,8.26832e-05
50,177.07,0.43572,0.81295,0.85948,0.92445,0.90428,0.93724,0.8121,0.53971,0.70788,0.9325,4.96766e-05,4.96766e-05,4.96766e-05
