epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
37,127.908,0.5321,0.51783,0.88682,0.97297,0.89655,0.95478,0.80765,0.61257,0.50188,0.95683,0.00107288,0.00107288,0.00107288
38,130.754,0.52058,0.5222,0.88464,0.94255,0.87931,0.93776,0.78731,0.63707,0.54685,0.99836,0.00105638,0.00105638,0.00105638
39,133.583,0.53112,0.4928,0.86969,0.94147,0.87931,0.94452,0.77738,0.61999,0.55651,0.97997,0.00103987,0.00103987,0.00103987
40,136.445,0.54938,0.51057,0.889,0.94395,0.87931,0.93389,0.77817,0.60056,0.51892,0.96428,0.00102337,0.00102337,0.00102337
41,139.282,0.54416,0.50497,0.91061,0.94893,0.89271,0.94533,0.80061,0.59233,0.53987,0.98203,0.00100687,0.00100687,0.00100687
42,142.187,0.53007,0.46784,0.89408,0.94029,0.89358,0.95196,0.8135,0.57713,0.54522,0.94832,0.000990365,0.000990365,0.000990365
43,145.017,0.52449,0.47827,0.88801,0.92427,0.89655,0.94004,0.78326,0.58397,0.5492,0.94595,0.000973861,0.000973861,0.000973861
44,147.854,0.51987,0.47865,0.8885,0.93799,0.89655,0.94184,0.82296,0.54466,0.52729,0.94287,0.000957358,0.000957358,0.000957358
45,150.675,0.52387,0.47137,0.89553,0.92001,0.89655,0.94561,0.82063,0.53673,0.53087,0.93226,0.000940855,0.000940855,0.000940855
46,153.516,0.51724,0.47352,0.87541,0.92641,0.8676,0.92515,0.79979,0.5476,0.55794,0.92088,0.000924352,0.000924352,0.000924352
47,156.376,0.52052,0.48212,0.89839,0.92376,0.90582,0.92533,0.80696,0.5886,0.63518,0.95157,0.000907848,0.000907848,0.000907848
48,159.313,0.51037,0.45088,0.88099,0.89584,0.89621,0.92338,0.80355,0.5666,0.56953,0.9274,0.000891345,0.000891345,0.000891345
49,162.186,0.50609,0.47417,0.89157,0.93711,0.87931,0.9342,0.79667,0.59505,0.57753,0.94018,0.000874842,0.000874842,0.000874842
50,165.106,0.52597,0.45852,0.89536,0.96023,0.89655,0.9339,0.79503,0.62682,0.54779,0.95347,0.000858338,0.000858338,0.000858338
51,167.981,0.50069,0.43276,0.88956,0.96663,0.89655,0.95251,0.79788,0.56072,0.54587,0.9385,0.000841835,0.000841835,0.000841835
52,170.814,0.49408,0.43313,0.87709,0.96592,0.82759,0.92217,0.79149,0.62915,0.50772,0.9849,0.000825332,0.000825332,0.000825332
53,173.675,0.48866,0.43559,0.88202,0.9473,0.84097,0.92407,0.7981,0.58252,0.49434,0.97834,0.000808828,0.000808828,0.000808828
54,176.511,0.48761,0.42647,0.88248,0.99419,0.85609,0.94355,0.79861,0.6167,0.49325,1.00983,0.000792325,0.000792325,0.000792325
55,179.362,0.50703,0.44235,0.88876,0.98946,0.86207,0.94218,0.78903,0.63172,0.44595,1.0027,0.000775822,0.000775822,0.000775822
56,182.252,0.51836,0.44204,0.87959,0.9421,0.91379,0.95733,0.80378,0.60652,0.45726,0.95903,0.000759318,0.000759318,0.000759318
57,185.118,0.49416,0.44018,0.88076,0.9489,0.907,0.96159,0.80932,0.61383,0.46213,0.96015,0.000742815,0.000742815,0.000742815
58,187.988,0.46974,0.43111,0.86409,0.96636,0.91215,0.96058,0.81805,0.59551,0.46892,0.95118,0.000726312,0.000726312,0.000726312
59,190.636,0.47394,0.41481,0.88053,0.96542,0.91187,0.95254,0.82084,0.58206,0.52027,0.94495,0.000709809,0.000709809,0.000709809
60,193.517,0.47099,0.41879,0.85509,0.94973,0.89416,0.94856,0.80716,0.59541,0.51239,0.94847,0.000693305,0.000693305,0.000693305
61,196.465,0.48159,0.41188,0.88329,0.97207,0.8917,0.95053,0.80805,0.58058,0.51392,0.93921,0.000676802,0.000676802,0.000676802
62,199.447,0.46629,0.40375,0.86085,0.99599,0.87266,0.9351,0.79489,0.60414,0.49891,0.96592,0.000660299,0.000660299,0.000660299
63,202.366,0.45442,0.39724,0.86583,0.95547,0.87931,0.9392,0.79237,0.60899,0.46463,0.97497,0.000643795,0.000643795,0.000643795
64,205.235,0.4942,0.41632,0.87336,0.97099,0.89551,0.93792,0.78395,0.64393,0.46787,0.99275,0.000627292,0.000627292,0.000627292
65,208.035,0.45334,0.41032,0.85421,0.95965,0.89655,0.93951,0.78075,0.63076,0.44971,0.99075,0.000610789,0.000610789,0.000610789
66,210.899,0.44528,0.39272,0.88084,0.91919,0.87931,0.93068,0.80487,0.58189,0.47923,0.96154,0.000594286,0.000594286,0.000594286
67,213.742,0.46512,0.40529,0.88324,0.93009,0.87496,0.92285,0.79831,0.58111,0.49016,0.94256,0.000577782,0.000577782,0.000577782
68,216.574,0.42274,0.38444,0.86467,0.94514,0.87931,0.92161,0.7835,0.58047,0.49301,0.93551,0.000561279,0.000561279,0.000561279
69,219.392,0.44621,0.3875,0.87426,0.95092,0.86207,0.92291,0.79241,0.55874,0.4735,0.92639,0.000544776,0.000544776,0.000544776
70,222.294,0.41381,0.36667,0.8472,0.9115,0.91018,0.92423,0.81641,0.54923,0.47995,0.92373,0.000528272,0.000528272,0.000528272
71,225.15,0.43841,0.38029,0.86986,0.9103,0.90496,0.92574,0.80552,0.56178,0.47751,0.93907,0.000511769,0.000511769,0.000511769
72,228.018,0.42806,0.37899,0.86175,0.96582,0.84483,0.91618,0.80093,0.56952,0.48795,0.94726,0.000495266,0.000495266,0.000495266
73,230.907,0.43234,0.37256,0.86116,0.92525,0.86207,0.91712,0.80168,0.56375,0.50538,0.94043,0.000478762,0.000478762,0.000478762
74,233.791,0.43664,0.37969,0.86141,0.89327,0.89218,0.91626,0.80405,0.5425,0.50992,0.92432,0.000462259,0.000462259,0.000462259
75,236.609,0.43084,0.37176,0.85778,0.92151,0.86207,0.91952,0.81454,0.52305,0.48465,0.91815,0.000445756,0.000445756,0.000445756
76,239.266,0.4221,0.36894,0.85901,0.92613,0.90857,0.9305,0.82215,0.52432,0.5051,0.92068,0.000429253,0.000429253,0.000429253
77,242.102,0.42836,0.37039,0.86591,0.9034,0.89655,0.92917,0.8167,0.52262,0.49424,0.92239,0.000412749,0.000412749,0.000412749
78,244.918,0.43349,0.39002,0.86859,0.9635,0.89655,0.95385,0.8341,0.49594,0.45078,0.90668,0.000396246,0.000396246,0.000396246
79,247.767,0.42091,0.37185,0.85727,0.96249,0.89655,0.95385,0.83392,0.52039,0.46266,0.90854,0.000379743,0.000379743,0.000379743
80,250.626,0.40221,0.35377,0.85071,0.90807,0.87931,0.93568,0.82095,0.51606,0.47468,0.90895,0.000363239,0.000363239,0.000363239
81,253.446,0.40392,0.34077,0.83892,0.90907,0.87931,0.93694,0.82157,0.51125,0.48383,0.91338,0.000346736,0.000346736,0.000346736
82,256.282,0.38612,0.33254,0.83733,0.92151,0.91379,0.94223,0.82055,0.5175,0.48878,0.92774,0.000330233,0.000330233,0.000330233
83,258.914,0.38586,0.36096,0.85136,0.91955,0.91379,0.94466,0.82045,0.5125,0.50457,0.90952,0.000313729,0.000313729,0.000313729
84,261.78,0.4263,0.36505,0.84074,0.92866,0.9276,0.95227,0.81958,0.52537,0.49771,0.9165,0.000297226,0.000297226,0.000297226
85,264.666,0.40956,0.36079,0.86626,0.92924,0.91379,0.95099,0.82289,0.52711,0.49124,0.9157,0.000280723,0.000280723,0.000280723
86,267.503,0.3879,0.33953,0.84899,0.89923,0.89496,0.93669,0.82852,0.52949,0.46002,0.91989,0.00026422,0.00026422,0.00026422
87,270.406,0.39241,0.34751,0.85165,0.92618,0.87931,0.93711,0.82695,0.52432,0.47244,0.92722,0.000247716,0.000247716,0.000247716
88,273.28,0.40474,0.33502,0.84059,0.91565,0.87931,0.9369,0.8111,0.53985,0.47017,0.94046,0.000231213,0.000231213,0.000231213
89,276.142,0.39727,0.34461,0.85512,0.97183,0.85456,0.9394,0.81876,0.53753,0.4483,0.9408,0.00021471,0.00021471,0.00021471
90,279.013,0.36545,0.32995,0.83606,0.90261,0.94769,0.9612,0.84083,0.53006,0.43493,0.93812,0.000198206,0.000198206,0.000198206
91,293.338,0.33032,0.31774,0.83346,0.88808,0.95804,0.95894,0.82905,0.52363,0.44043,0.93332,0.000181703,0.000181703,0.000181703
92,296.437,0.36525,0.33178,0.83652,0.99205,0.86684,0.95855,0.83083,0.50976,0.43223,0.91747,0.0001652,0.0001652,0.0001652
93,299.073,0.32947,0.3148,0.81677,0.99081,0.87931,0.95783,0.82952,0.51287,0.43237,0.91719,0.000148696,0.000148696,0.000148696
94,301.707,0.34343,0.31739,0.81549,0.98254,0.87931,0.96008,0.82815,0.52942,0.43402,0.92924,0.000132193,0.000132193,0.000132193
95,304.303,0.34499,0.32765,0.82875,0.98242,0.87931,0.95762,0.83519,0.51697,0.43372,0.92632,0.00011569,0.00011569,0.00011569
96,307.203,0.33635,0.31782,0.81352,0.98387,0.87931,0.95499,0.83632,0.5199,0.44335,0.92798,9.91865e-05,9.91865e-05,9.91865e-05
97,309.78,0.32218,0.3086,0.8276,0.98542,0.87931,0.9551,0.83418,0.51217,0.43033,0.92552,8.26832e-05,8.26832e-05,8.26832e-05
98,312.428,0.31778,0.30131,0.81782,0.98648,0.87931,0.95754,0.83402,0.51604,0.42887,0.93034,6.61799e-05,6.61799e-05,6.61799e-05
99,315.022,0.34329,0.30996,0.84444,0.98885,0.87931,0.95706,0.83191,0.5129,0.42362,0.92872,4.96766e-05,4.96766e-05,4.96766e-05
100,317.865,0.3083,0.3003,0.82733,0.98404,0.87931,0.95764,0.83842,0.51261,0.42145,0.92817,3.31733e-05,3.31733e-05,3.31733e-05
